순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
632;L!stener;현지혜;지구옥;Y;9791198064943;L!stener는 경계 없는 음악 여행기를 담은 시리즈로, 세계 여러 도시를 기반으로 음악으로 일상을 여행하는 다양한 리스너와 음악을 소개하는 음악 친화적인 아카이브입니다.
633;엄마가 좋은 기분이에요;신은지;-;N;-;"고되고 지난한 매일에서 떠낸

햇살 그득 품은 이야기.

 

취업, 결혼, 출산. 잘 해내 왔다고 생각했는데 어쩐지 나는 자꾸만 사라지고 내일은 아득했습니다. 마음이 무너져 갔습니다.

욱하고, 자책하며, 끝을 모르고 끌려 내려가는 하루들 사이에, 아이는. 부지런히도 반짝이는 거예요.

폴짝이고, 토실토실하고, 까륵대는 요 작은 생명은, 들여다보면 놀랍도록 용감하고, 아주 작게 스친 기쁨을 커다랗게 담고, 있는 힘껏 지금을 자라내고, 조건 없이 사랑하고 있었어요.

흘려보낼 수 없어 아이가 잠든 어느 밤, 아이와의 오늘을 살펴 햇살 같은 순간을 기록하기 시작 했습니다.

 

 

일상 속 찰나의 반짝임,

작은 세상이 만들어지는 현장,

삐뚤빼뚤 설익은 단어로 사랑을 말하는 순간,

아이를 만나기 전에는 상상도 해 본 적 없는 감정⋯.

 

빼곡한 하루의 틈에 든 한 줌 볕을 더듬으며 웃고, 놀라고, 깨닫고, 그렇게 안아간 이야기를 엮었습니다."
634;애욕의 고전소설;서귤;이후진프레스;Y;9791191485158;"교과서에서 접하고 또 베스트셀러가 된 유명 한국소설을 그야말로 서귤답게 서귤만의 시각으로 기발하고도 날카롭게 또 위트 있게 보여준 <애욕의 한국소설>에 이어 이번에는 한국 고전소설을 새롭게 해석하여 선보인다. 바로 <애욕의 고전소설>.

<애욕의 고전소설>은 구운몽, 흥부전, 홍길동전, 사씨남정기, 춘향전, 옹고집전, 변강쇠전, 장화홍련전, 배비장전처럼 널리 알려져 영화나 연극, 동화 등으로 재탄생이 된 작품부터 이춘풍전, 김원전, 은애전, 만복사저포기, 홍계월전, 금방울전 등 빼놓을 수 없는 고전들을 다룬다. 서귤 작가의 눈을 통해 우리와 닮은 삶을 살아가는 고전소설 속 인물을 만날 수 있다. 그러면서 정말이지 한 편 읽으면 다음 편을 읽지 않을 수 없을 만큼 새롭고 재미있다."
635;급발진;서귤;㈜안전가옥;Y;9791193024690;첫 장편소설 《디 아이돌》로 독자의 주목을 받은 서귤 작가가 내놓은 세 번째 소설. 얼결에 사설 탐정 사무소에 취직한 주인공 ‘고주운’이 탐정 ‘곽재영’을 만나며 연쇄살인사건에 얽히게 되는 이야기를 그렸다. 화자가 독자에게 이야기를 들려주는 형식으로 시종일관 진행되는 이 파격적인 작품은 코미디와 스릴러를 넘나들며 거부할 수 없는 재미를 선사한다.
636;판타스틱 우울백서;서귤;이후진프레스;Y;9791196295547;"""나는 문제가 없어 보이는데 왜 우울한 걸까?""<판타스틱 우울백서-서귤의 정신과 치료일기>는 서귤 작가가 올 2월에 sns에 연재한 만화를 단행본으로 엮은 책이다. 우울증, 정확하게는 기분장애를 앓고 있는 일상을 만화로 구성한 내용으로 무겁지 않고 유쾌하게 읽을 수 있다. 하지만 가볍지도 않다. 때론 가슴을 뭉클하게 만든다. 정신과를 다닌다고 하면 정상이 아닌 조금은 불편한 대상이 되는 경우가 많다. 이 책은 그 고민에서 시작되어 사람들의 반응과 개인이 겪는 다양한 감정들이 어우러져 있다. 특별한 누군가가 우울증에 걸리는 게 아닌 보통의 인물들도 모두 나름의 우울에서 힘겹고 외로운 싸움을 하고 있다는 걸 특유의 유쾌함으로 판타스틱하게 풀어낸 작품이다. 또 추가 만화와 서귤 작가 인터뷰를 실어 책이 만들어진 과정과 만화에서는 다 전달하지 못한 작가 내면의 목소리를 담았다."
637;책 낸 자 ;서귤;디자인 이음;Y;9791188694006;평범한 직장인의 독립출판 도전기를 개성 있는 4컷 만화로 그려내 많은 사랑을 받은 독립출판물 <책 낸 자>가 디자인이음을 통해 새롭게 독자들을 만난다. 작가란 자신과는 먼 존재라고만 생각했던 직장인이 직접 독립출판에 뛰어들어 한 권의 책을 완성해내기까지의 이야기를 발랄한 그림체로 풀어냈다. 책의 탄생 과정은 물론이고 책을 만들면서 작가가 겪는 즐거움과 슬럼프 등 내밀한 이야기까지 들어볼 수 있는 생생한 독립출판기다.
638;고양이의 크기;서귤;이후진프레스;Y;9791196295509;"""어느 날 고양이가 3미터로 커져 있었다.""

＜고양이의 크기＞는 3미터로 커진 고양이가 주인공입니다. 비현실적인 설정으로 시작하지만 그로인해 주인공이 겪는 일련의 과정들을 살펴보면 우리 사회를 비판하는 매우 현실적인 메시지를 담고 있습니다."
639;마음의 실루엣;우주;-;N;-;"보이지 않는 것에 대한 이야기, 『마음의 실루엣』

무언가의 뒷면을 본 적이 있나요?

 

그림자는 보이지 않는 것을 이야기합니다.

주목하지 않으면 스쳐 지나가는 일상 풍경일 뿐이지만, 눈여겨볼 때 비로소 아름다움을 발견할 수 있죠.

 

솔직하게 표현하기 어려운 마음은 안쪽에 숨겨두듯이 마음도, 그림자도 이면의 것을 생각하게 합니다.

 

『마음의 실루엣』은 2,547일 동안 모은 그림자와 마음의 기록을 담은 그림자책입니다.

가려진 것을 생각해보는 분, 숨겨진 이야기가 궁금한 분, 아름다움과 연결되고 싶은 분들께 닿기를 바랍니다."
640;사랑 이후의 사랑;김은비;별빛들;Y;9791189885915;"독립적으로 자유롭게 문학 활동을 하는 김은비 작가의 열 번 째 책이다.

사랑의 가능성을 쓰는 작가 김은비.

사랑의 가능성을 찾아 사랑의 무덤을 헤집으며 발굴한 조각을 묵묵히 엮어낸 더 깊은 사랑으로의 초대.

 

김은비의 간명한 서사, 시적 이미지로 사랑에 관해 이야기하고 있으며

서정적인 사유와 전달로 설득이 아닌 울림으로 사랑을 설명하는 힘이 있다.

에세이와 시.

그 경계를 모르기로 한 김은비.

김은비의 글에서 우리는 감각적인 사랑으로 둘러싸인 골목들을 넘나들며

아주 오래전부터 기다려 온 사랑에 닿을 수 있을 것이다."
641;기억의 범람;김은비;texted mansion;Y;9791196545529;"무엇을 쓰냐고 물으면 사랑을 쓰고 있다고 답할 만큼 주로 자전적 사랑 이야기를 쓰는 사람. 

이번 책에서는 잠이 오지 않을 때마다 잠 대신 쏟아지는 기억들을 가지고 글을 썼다. 

미래로 가는 방향과 속도에 대한 불안, 사랑에 대한 직관적 고민과 통찰, 고조된 어둠과 어렴풋이 드리우는 빛에 대해 이야기를 한다."
642;존재의 부재로 쓰임;김은비;texted mansion;Y;9791196545512;엄마 없는 삶을 위한 대비책
643;Poetic Paper 02 사랑이 무엇일까요;김은비;별책부록;Y;9791196732219;한 명의 글 작가와 한 명의 그림 작가가 만나 각자가 바라보는 시적인 장면을 함께 담습니다. 포에틱 페이퍼는 종이 위에 시적인 순간들을 채웁니다. 모든 페이퍼는 당신이 누군가를 사랑하도록 영감을 줄 것입니다.
644;사랑하고도 불행한;김은비;디자인 이음;Y;9791188694082;달콤하고 솔직한 에피소드로 많은 사랑을 받는 독립출판 대표 사랑 시인 김은비의 다섯 번째 시집. 그녀가 1930년대 자유연애에 매료되어 『사랑하고도 불행한』을 펴냈다. “지금 세대는 결혼하지 않고 혼자서도 잘 사는 법이 유행처럼 번지고 있잖아요. 제가 사랑에 대한 가치가 높은 사람이라 1930년대가 정말 매력적이었어요.” 이 시집에서는 사랑의 가치가 최우선이었던 자유연애 시절을 현대를 사는 김은비의 감성으로 만나볼 수 있다. 또한, 주위 시선에 굴하지 않고 끊임없이 ‘사랑’의 화두를 던지는 시인의 낭만적 사랑의 관념이 시집 곳곳에 묻어있다. 
645;스친 것들에 대한 기록물;김은비;-;N;-;"지극히 주관적인 글쓴이의 스친 기록물 입니다.

 

그러나 읽는 순간 당신의 삶이 될 수도 있겠지요.

 

지나버린 가을을 책장에 담아보세요.

 

당신의 사계절을 더욱 더 공허하고 쓸쓸하게 해드립니다."
646;꽃같거나 좆같거나;김은비;-;N;-;"연애를 하다 보면 좋을 때는 그렇게 꽃 같다가

 

반대로 그렇지 못할 때는 좆같다.

 

그렇게 우리의 연애는 꽃같거나 좆같거나."
647;저 개를 우주선 밖으로;송한별;에픽로그;Y;9791185783895;"저 개를 우주선 밖으로는

장르 소설 편집자이자 작가인 송한별이 쓴 코미디 SF 소설로, 7개의 크고 작은 에피소드로 구성되어 있습니다.

 

지구에서 먼 우주를 항해하는 무역선에서 일어나는 소란스럽고도 어처구니없는 사건들을 다룹니다.

하루아침에 사람이 개가 되고, 기계가 되고, 고깃덩어리가 되는 동안 선원들은 경매를 하고,

우주 해적을 만나고, 불법 무기를 유통합니다.

그리고 이 모든 사건이 일어나는 동안 개가 귀엽습니다.

 

얄밉고도 기가 막힌 사건들을 경쾌하게 이끌어 나가는 신나고 재미있는 책입니다."
648;무정하고도 무심한;송한별;에픽로그;Y;9791185783888;"장르 소설 작가이자 기획편집자인 송한별이

2018년부터 2020년까지 3년간 쓴 작품 중 호러 SF 작품만 따로 모은 중단편 소설집이다.

그중에서도 특히 막막하고 답답하며 때로는 독자의 피를 싸늘하게 식히는 정서의 작품들을 선별해 수록했다.

작품의 배경은 우주선이나 외계 행성 같은 먼 곳이기도 하고,

인류가 멸망해 버린 포스트 아포칼립스 세계이기도 하지만, 동시에 지금 바로 우리가 살고 있는 현실이기도 하다.

그곳에서 주인공들은 외계 생물체를 연구하고, 수상한 아이스크림의 정체를 추적하고,

커다란 벌레나 좀비 떼로부터 달아나고, 기이한 외계 유물에 현혹된다.

총 10편의 수록작을 관통하는 테마는 칠링(chilling)입니다.

한겨울 바짝 끌어당긴 외투 안으로 파고드는 차가운 손길 같은, 알면서도 막을 수 없고 알아 봤자 나아질 것 없는,

싸늘하고도 막막한 감정입니다.

깜짝 놀래키고 빠르게 몰아세우는 호러와는 또 다른 재미를 선사하는 칠링 SF 소설집,

무정하고도 무심한의 세계에 초대합니다."
649;오늘도 하나 배웠네요;장민지;풀고;Y;9791198211101;"오답같은 인생에서 삶의 즐거움과 배움을 만나는 이야기.
일상의 내밀한 반성과 성찰을 통해 삶의 균형을 맞춰가는 30대의 기록."
650;마음의 구멍;Bancho;-;N;-;"마음에 텅 빈 구멍이 생기면 저마다 슬픔의 소리, 깊이, 굵기가 다릅니다.

그중에서 가족을 잃은 슬픔은 구멍 바닥까지 닿아 일상의 시간을 어긋나게 합니다.

바깥의 시간과 내 안의 시간의 어긋남은 작았다, 커졌다 하며 파편들을 쏟아냅니다.

그것들을 비우고 다시 덮으며 일상의 촉각들과 함께 구멍을 딛고 섰습니다.

이제 엄마와 이어지지 않은 시간의 그리움과 함께 바람 끝에라도 안부를 전하고 싶어 책으로 담았습니다.
"
651;개복치얼스;한나, 묵씨;-;N;-;" 남편의 외도와 연인의 죽음. 드라마에 단골 소재로 나오는 뻔하고도 가혹한 이유로 

동갑 친구로 실없는 농담이나 주고 받던 우리 둘은 각자의 평범한 일상에서 뜯겨져 나갔다. 

 

 이 책은 겉은 그럴듯한 사람인척 했지만 실상은 그 상처가 속으로 곪아 너덜거리던 주정뱅이 개복치 둘이서 

살아보고자 술잔 대신 나눴던 3년 간의 교환일기를 엮은 결과물이다. 

 

 쓰면서 느낀 교환일기의 묘미는 서로의 일상을 미주알고주알 상대방과 나누는 것만으로도 

은은한 위안을 얻는다는 점이었다. 아파 본 사람이라면 겪어봤을 얕고 깊은 감정의 너울과 

친구끼리 할 법한 사소하고 솔직한 대화들이 담긴 이 글이 다른 이들에게도 조금의 위안을 줄 수 있다면 좋겠다."
652;오! 나의 글스타그램;윤 서점원;-;N;-;"「인디문학1호점」 내가 읽고 싶어서 시작한 동네책방. 강원도 영월에 있음. 

요즘 시대에는 뭐든 SNS 홍보를 열심히 해야 팔린다고 들었습니다. 

그래서 서점과 책을 홍보하기 위해 열심히 인스타그램을 했습니다만, 

어쩐 일인지 책 소식을 알리는 피드에는 '좋아요'가 별로 달리지 않더라고요. 

오히려 시골에서 서점을 운영하는 사람은 대체 뭐 하는 사람일까, 

궁금해하시는 분이 더 많길래 어느 순간 제 이야기만 잔뜩 올리게 되었습니다. 

그렇게 4년이 지나자 책 한 권으로 엮을 만큼의 이야기가 쌓였습니다.

시골 서점, 서점원 이야기. #글스타그램 입니다."
653;추자일상;김성연;기획자의거실;Y;9791197947308;섬 안의 섬 추자도에서의 일 년 반의 일상을 기록한 책이다.
654;잇쵸미;깅먕개;-;N;-;"""당신은 누군가요?""

 

나에 대해 묻는 가벼운 질문에 대답할 수 없었어요.

어디까지를 대답을 해야 할지 몰랐습니다.

예전과 달라진 나를 느끼며...

예전에 내가 좋은 건지... 지금의 내가 나아진 건지 알 수 없었어요.

내가 나를 잃어버린 기분이었습니다.

 

과하지도 덜하지도 않게 그 기분을 나누고 싶어서 잇쵸미를 그렸습니다.

잇쵸미 책은 한 페이지 한 페이지 초개어 가내수공으로 엮어 만들었습니다.

 

과거와 이어진 현재 그리고 앞으로의 나를 책으로 표현하고 싶었습니다.

 

실로 엮은 책은 한 장 한 장이 연결되어, 한쪽이 뜯기거나 찢기면 다른 쪽도 연결되어 뜯기거나 찢겨 나갑니다.

마치 '삶' 같았습니다.

 

책을 제작하기까지 글, 캐릭터, 책의 형태, 크기에 대해 많은 고민을 했습니다.

그림은 앞뒤로 비치지 않길 바라면서 속지가 두꺼워 표지가 뜨는 걸 원치 않았어요.

마치... 하고 싶은 말은 많은데 길게 말하고 싶지 않은... 내 마음 같았습니다.

 

생각으로 가득 찬, 밤과 새벽을 지나 느리게 매일을 곱씹으며 온전한 나를 찾고 싶어 잇쵸미를 만들었습니다."
